sample_id,dataset_name,round_start_step,layer,head,horizon,prefix_tokens,budget_ratio,budget_tokens,union_tokens,union_over_terminal_budget,union_fraction_of_prefix,mean_terminal_set_recall_across_queries,terminal_selection_attention_recovery_across_round,mean_oracle_attention_mass
71,aime2024,8,24,8,8,87,0.1,9,29,3.2222222222222223,0.3333333333333333,0.4305555569007993,0.6795736725581883,0.7992715835571289
71,aime2024,8,24,16,8,87,0.1,9,21,2.3333333333333335,0.2413793103448276,0.6944444589316845,0.9481886332582444,0.826385498046875
71,aime2024,8,24,24,8,87,0.1,9,31,3.4444444444444446,0.3563218390804598,0.430555559694767,0.7601494327726805,0.07010984420776367
71,aime2024,8,30,0,8,87,0.1,9,26,2.888888888888889,0.2988505747126437,0.5277777872979641,0.9918519725870426,0.8206071853637695
71,aime2024,8,30,8,8,87,0.1,9,27,3.0,0.3103448275862069,0.4444444514811039,0.9150374098878944,0.9366130828857422
71,aime2024,8,30,16,8,87,0.1,9,23,2.5555555555555554,0.26436781609195403,0.583333345130086,0.9628026888039236,0.7692375183105469
71,aime2024,8,30,24,8,87,0.1,9,27,3.0,0.3103448275862069,0.486111119389534,0.9207741045002463,0.9370079040527344
71,aime2024,8,35,0,8,87,0.1,9,25,2.7777777777777777,0.28735632183908044,0.6250000149011612,0.8970633472232274,0.06917452812194824
71,aime2024,8,35,8,8,87,0.1,9,14,1.5555555555555556,0.16091954022988506,0.7638889029622078,0.9566311713455954,0.6698989868164062
71,aime2024,8,35,16,8,87,0.1,9,24,2.6666666666666665,0.27586206896551724,0.5833333507180214,0.9354317945106357,0.6659033298492432
71,aime2024,8,35,24,8,87,0.1,9,30,3.3333333333333335,0.3448275862068966,0.4027777835726738,0.9034563657708101,0.49188804626464844
71,aime2024,16,0,0,8,95,0.1,10,17,1.7,0.17894736842105263,0.800000011920929,0.9380648260157973,0.428863525390625
71,aime2024,16,0,8,8,95,0.1,10,33,3.3,0.3473684210526316,0.4625000059604645,0.5573144385771556,0.1968550682067871
71,aime2024,16,0,16,8,95,0.1,10,19,1.9,0.2,0.7250000014901161,0.8587119229321064,0.4153861999511719
71,aime2024,16,0,24,8,95,0.1,10,25,2.5,0.2631578947368421,0.6625000052154064,0.8210021044236557,0.32764625549316406
71,aime2024,16,6,0,8,95,0.1,10,19,1.9,0.2,0.7750000208616257,0.7336444207496166,0.6851139068603516
71,aime2024,16,6,8,8,95,0.1,10,38,3.8,0.4,0.35000000800937414,0.45291167321231507,0.6464042663574219
71,aime2024,16,6,16,8,95,0.1,10,19,1.9,0.2,0.7375000044703484,0.9452878731689227,0.7406158447265625
71,aime2024,16,6,24,8,95,0.1,10,18,1.8,0.18947368421052632,0.7375000044703484,0.9051781959053262,0.7736673355102539
71,aime2024,16,12,0,8,95,0.1,10,35,3.5,0.3684210526315789,0.48750001192092896,0.9654506144768672,0.4199545383453369
71,aime2024,16,12,8,8,95,0.1,10,32,3.2,0.3368421052631579,0.4125000052154064,0.8103268085334082,0.5703220367431641
71,aime2024,16,12,16,8,95,0.1,10,18,1.8,0.18947368421052632,0.7500000149011612,0.8636283066842697,0.624114990234375
71,aime2024,16,12,24,8,95,0.1,10,38,3.8,0.4,0.3875000076368451,0.6786212971726846,0.8141250610351562
71,aime2024,16,18,0,8,95,0.1,10,19,1.9,0.2,0.7875000089406967,0.9062042971438403,0.70947265625
71,aime2024,16,18,8,8,95,0.1,10,36,3.6,0.37894736842105264,0.4375000037252903,0.7320058108868416,0.6508941650390625
71,aime2024,16,18,16,8,95,0.1,10,39,3.9,0.4105263157894737,0.40000000409781933,0.6612495918700514,0.373870849609375
71,aime2024,16,18,24,8,95,0.1,10,33,3.3,0.3473684210526316,0.4750000052154064,0.6469210738131446,0.642181396484375
71,aime2024,16,24,0,8,95,0.1,10,27,2.7,0.28421052631578947,0.5875000059604645,0.9784722643735241,0.7580955028533936
71,aime2024,16,24,8,8,95,0.1,10,30,3.0,0.3157894736842105,0.5625000018626451,0.8822928159236507,0.8401908874511719
71,aime2024,16,24,16,8,95,0.1,10,19,1.9,0.2,0.6875000074505806,0.9443760329239443,0.7063064575195312
71,aime2024,16,24,24,8,95,0.1,10,32,3.2,0.3368421052631579,0.3250000048428774,0.5541040335386935,0.06861376762390137
71,aime2024,16,30,0,8,95,0.1,10,21,2.1,0.22105263157894736,0.6625000052154064,0.9633139778600618,0.8451714515686035
71,aime2024,16,30,8,8,95,0.1,10,24,2.4,0.25263157894736843,0.6125000063329935,0.9504527570282884,0.9363346099853516
71,aime2024,16,30,16,8,95,0.1,10,20,2.0,0.21052631578947367,0.5625000037252903,0.9167964344638904,0.730621337890625
71,aime2024,16,30,24,8,95,0.1,10,27,2.7,0.28421052631578947,0.5875000134110451,0.9779246099857509,0.9356670379638672
71,aime2024,16,35,0,8,95,0.1,10,30,3.0,0.3157894736842105,0.48750000819563866,0.5777282359173583,0.05738198757171631
71,aime2024,16,35,8,8,95,0.1,10,14,1.4,0.14736842105263157,0.9000000208616257,0.9904306829765546,0.5987548828125
71,aime2024,16,35,16,8,95,0.1,10,23,2.3,0.24210526315789474,0.6375000029802322,0.9477384920135832,0.6672744750976562
71,aime2024,16,35,24,8,95,0.1,10,27,2.7,0.28421052631578947,0.6000000052154064,0.9790841496518352,0.6060361862182617
71,aime2024,24,0,0,8,103,0.1,11,23,2.090909090909091,0.22330097087378642,0.7386363931000233,0.9269318107022971,0.463653564453125
71,aime2024,24,0,8,8,103,0.1,11,33,3.0,0.32038834951456313,0.5681818313896656,0.8070805861517082,0.34381961822509766
71,aime2024,24,0,16,8,103,0.1,11,23,2.090909090909091,0.22330097087378642,0.670454565435648,0.8767688478194156,0.4474945068359375
71,aime2024,24,0,24,8,103,0.1,11,27,2.4545454545454546,0.2621359223300971,0.6250000074505806,0.8728878228953726,0.4105377197265625
71,aime2024,24,6,0,8,103,0.1,11,19,1.7272727272727273,0.18446601941747573,0.727272741496563,0.8983098218002605,0.5681381225585938
71,aime2024,24,6,8,8,103,0.1,11,35,3.1818181818181817,0.33980582524271846,0.46590909734368324,0.5121355900648327,0.6095733642578125
71,aime2024,24,6,16,8,103,0.1,11,27,2.4545454545454546,0.2621359223300971,0.6704545579850674,0.9318004154377953,0.6014442443847656
71,aime2024,24,6,24,8,103,0.1,11,25,2.272727272727273,0.24271844660194175,0.5454545505344868,0.6377537292313377,0.6503839492797852
71,aime2024,24,12,0,8,103,0.1,11,43,3.909090909090909,0.4174757281553398,0.35227273404598236,0.9218582500653297,0.5264356136322021
71,aime2024,24,12,8,8,103,0.1,11,31,2.8181818181818183,0.30097087378640774,0.5000000111758709,0.7289754349974544,0.5095062255859375
71,aime2024,24,12,16,8,103,0.1,11,23,2.090909090909091,0.22330097087378642,0.6704545617103577,0.8906170087207397,0.5817794799804688
71,aime2024,24,12,24,8,103,0.1,11,43,3.909090909090909,0.4174757281553398,0.42045455425977707,0.7692178228085003,0.8418140411376953
71,aime2024,24,18,0,8,103,0.1,11,27,2.4545454545454546,0.2621359223300971,0.5795454680919647,0.6933318963548328,0.6680908203125
71,aime2024,24,18,8,8,103,0.1,11,37,3.3636363636363638,0.3592233009708738,0.47727273404598236,0.7482665200989461,0.6928024291992188
71,aime2024,24,18,16,8,103,0.1,11,37,3.3636363636363638,0.3592233009708738,0.46590909734368324,0.6369130152479893,0.455322265625
71,aime2024,24,18,24,8,103,0.1,11,39,3.5454545454545454,0.3786407766990291,0.40909091755747795,0.5722986880181771,0.6933860778808594
71,aime2024,24,24,0,8,103,0.1,11,31,2.8181818181818183,0.30097087378640774,0.5340909250080585,0.9764118909283317,0.697967529296875
71,aime2024,24,24,8,8,103,0.1,11,32,2.909090909090909,0.3106796116504854,0.6250000111758709,0.9424578277069406,0.9062042236328125
71,aime2024,24,24,16,8,103,0.1,11,30,2.727272727272727,0.2912621359223301,0.6818182058632374,0.8981137982840836,0.8467884063720703
71,aime2024,24,24,24,8,103,0.1,11,48,4.363636363636363,0.46601941747572817,0.3295454606413841,0.5517216070453415,0.07400262355804443
71,aime2024,24,30,0,8,103,0.1,11,23,2.090909090909091,0.22330097087378642,0.7045454643666744,0.9460543577692692,0.870509147644043
71,aime2024,24,30,8,8,103,0.1,11,25,2.272727272727273,0.24271844660194175,0.7272727526724339,0.9898363717719062,0.9545698165893555
71,aime2024,24,30,16,8,103,0.1,11,29,2.6363636363636362,0.2815533980582524,0.5795454680919647,0.8608860807629226,0.7210159301757812
71,aime2024,24,30,24,8,103,0.1,11,26,2.3636363636363638,0.2524271844660194,0.6931818276643753,0.9821155563280016,0.9575133323669434
71,aime2024,24,35,0,8,103,0.1,11,40,3.6363636363636362,0.3883495145631068,0.4545454606413841,0.8376489927117741,0.07122403383255005
71,aime2024,24,35,8,8,103,0.1,11,16,1.4545454545454546,0.1553398058252427,0.875000037252903,0.9784685248982149,0.58465576171875
71,aime2024,24,35,16,8,103,0.1,11,26,2.3636363636363638,0.2524271844660194,0.7500000149011612,0.9716127041301916,0.7094268798828125
71,aime2024,24,35,24,8,103,0.1,11,27,2.4545454545454546,0.2621359223300971,0.7386363819241524,0.9596757725179907,0.525388240814209
71,aime2024,32,0,0,8,111,0.1,12,27,2.25,0.24324324324324326,0.6250000223517418,0.8275237149380905,0.41098785400390625
71,aime2024,32,0,8,8,111,0.1,12,43,3.5833333333333335,0.38738738738738737,0.4479166707023978,0.7491852974322467,0.3124716281890869
71,aime2024,32,0,16,8,111,0.1,12,24,2.0,0.21621621621621623,0.7500000149011612,0.723229298905363,0.3981494903564453
71,aime2024,32,0,24,8,111,0.1,12,25,2.0833333333333335,0.22522522522522523,0.677083358168602,0.9313203828517456,0.4311380386352539
71,aime2024,32,6,0,8,111,0.1,12,36,3.0,0.32432432432432434,0.4479166753590107,0.6933071000300361,0.5842170715332031
71,aime2024,32,6,8,8,111,0.1,12,50,4.166666666666667,0.45045045045045046,0.23958333488553762,0.33667300977331094,0.5161952972412109
71,aime2024,32,6,16,8,111,0.1,12,26,2.1666666666666665,0.23423423423423423,0.6875000223517418,0.8281128133308284,0.6700630187988281
71,aime2024,32,6,24,8,111,0.1,12,32,2.6666666666666665,0.2882882882882883,0.5000000149011612,0.6776345008849001,0.5307769775390625
71,aime2024,32,12,0,8,111,0.1,12,46,3.8333333333333335,0.4144144144144144,0.34375000558793545,0.8947545949417597,0.3979487419128418
71,aime2024,32,12,8,8,111,0.1,12,46,3.8333333333333335,0.4144144144144144,0.2916666688397527,0.5890190059161615,0.50592041015625
71,aime2024,32,12,16,8,111,0.1,12,30,2.5,0.2702702702702703,0.5729166865348816,0.7394419215237675,0.5535659790039062
71,aime2024,32,12,24,8,111,0.1,12,52,4.333333333333333,0.46846846846846846,0.3437500074505806,0.7830083561245976,0.7880592346191406
71,aime2024,32,18,0,8,111,0.1,12,26,2.1666666666666665,0.23423423423423423,0.6562500074505806,0.7998374378838902,0.6049118041992188
71,aime2024,32,18,8,8,111,0.1,12,44,3.6666666666666665,0.3963963963963964,0.3854166716337204,0.7563275940093582,0.6701431274414062
71,aime2024,32,18,16,8,111,0.1,12,47,3.9166666666666665,0.42342342342342343,0.3854166679084301,0.5282286781903862,0.41385650634765625
71,aime2024,32,18,24,8,111,0.1,12,51,4.25,0.4594594594594595,0.3125000037252903,0.5871529531208696,0.6638107299804688
71,aime2024,32,24,0,8,111,0.1,12,47,3.9166666666666665,0.42342342342342343,0.39583334047347307,0.9748629115115427,0.6358253955841064
71,aime2024,32,24,8,8,111,0.1,12,27,2.25,0.24324324324324326,0.5937500149011612,0.7689740854164133,0.8626079559326172
71,aime2024,32,24,16,8,111,0.1,12,27,2.25,0.24324324324324326,0.6458333525806665,0.9227324041009101,0.8278846740722656
71,aime2024,32,24,24,8,111,0.1,12,46,3.8333333333333335,0.4144144144144144,0.34375000558793545,0.787112041710712,0.049111902713775635
71,aime2024,32,30,0,8,111,0.1,12,36,3.0,0.32432432432432434,0.47916667722165585,0.8937113186063622,0.732973575592041
71,aime2024,32,30,8,8,111,0.1,12,30,2.5,0.2702702702702703,0.541666679084301,0.9055310296374255,0.944666862487793
71,aime2024,32,30,16,8,111,0.1,12,31,2.5833333333333335,0.27927927927927926,0.5312500186264515,0.9015130689992834,0.6973228454589844
71,aime2024,32,30,24,8,111,0.1,12,34,2.8333333333333335,0.3063063063063063,0.4791666716337204,0.9450213341462322,0.9373683929443359
71,aime2024,32,35,0,8,111,0.1,12,44,3.6666666666666665,0.3963963963963964,0.3645833367481828,0.8292219857815257,0.090556800365448
71,aime2024,32,35,8,8,111,0.1,12,16,1.3333333333333333,0.14414414414414414,0.9062500223517418,0.9878917896880227,0.6294708251953125
71,aime2024,32,35,16,8,111,0.1,12,20,1.6666666666666667,0.18018018018018017,0.802083358168602,0.9637750491681284,0.7535419464111328
71,aime2024,32,35,24,8,111,0.1,12,31,2.5833333333333335,0.27927927927927926,0.5520833414047956,0.9800785371594506,0.6345005035400391
71,aime2024,40,0,0,8,119,0.1,12,20,1.6666666666666667,0.16806722689075632,0.8854166865348816,0.9707116346619332,0.4018745422363281
71,aime2024,40,0,8,8,119,0.1,12,48,4.0,0.40336134453781514,0.3020833358168602,0.24722183882705162,0.2573814392089844
71,aime2024,40,0,16,8,119,0.1,12,23,1.9166666666666667,0.19327731092436976,0.5937500149011612,0.6641908404447028,0.45618247985839844
71,aime2024,40,0,24,8,119,0.1,12,26,2.1666666666666665,0.2184873949579832,0.645833358168602,0.9181952956531608,0.3193073272705078
71,aime2024,40,6,0,8,119,0.1,12,19,1.5833333333333333,0.15966386554621848,0.8333333507180214,0.9498154494127593,0.6317329406738281
71,aime2024,40,6,8,8,119,0.1,12,40,3.3333333333333335,0.33613445378151263,0.20833333488553762,0.22287693192047162,0.7988338470458984
71,aime2024,40,6,16,8,119,0.1,12,26,2.1666666666666665,0.2184873949579832,0.7187500223517418,0.9751478537786341,0.712738037109375
71,aime2024,40,6,24,8,119,0.1,12,23,1.9166666666666667,0.19327731092436976,0.833333358168602,0.8896875859339893,0.5687599182128906
71,aime2024,40,12,0,8,119,0.1,12,47,3.9166666666666665,0.3949579831932773,0.41666667349636555,0.9307391831852359,0.4360079765319824
71,aime2024,40,12,8,8,119,0.1,12,32,2.6666666666666665,0.2689075630252101,0.3020833367481828,0.6655920435499334,0.5530662536621094
71,aime2024,40,12,16,8,119,0.1,12,30,2.5,0.25210084033613445,0.5312500149011612,0.6912145636799557,0.6332473754882812
71,aime2024,40,12,24,8,119,0.1,12,43,3.5833333333333335,0.36134453781512604,0.41666666977107525,0.7684646153589835,0.7727508544921875
71,aime2024,40,18,0,8,119,0.1,12,29,2.4166666666666665,0.24369747899159663,0.6145833432674408,0.770810090570707,0.7522354125976562
71,aime2024,40,18,8,8,119,0.1,12,43,3.5833333333333335,0.36134453781512604,0.375000006519258,0.7139446682802627,0.6749496459960938
71,aime2024,40,18,16,8,119,0.1,12,36,3.0,0.3025210084033613,0.3854166781529784,0.5534533750869868,0.43853759765625
71,aime2024,40,18,24,8,119,0.1,12,41,3.4166666666666665,0.3445378151260504,0.3958333395421505,0.5703887839953455,0.6786041259765625
71,aime2024,40,24,0,8,119,0.1,12,28,2.3333333333333335,0.23529411764705882,0.5729166716337204,0.9790562426651951,0.6549777984619141
71,aime2024,40,24,8,8,119,0.1,12,31,2.5833333333333335,0.2605042016806723,0.5000000111758709,0.7368206343903061,0.8306293487548828
71,aime2024,40,24,16,8,119,0.1,12,24,2.0,0.20168067226890757,0.7187500298023224,0.9534803711900024,0.8205108642578125
71,aime2024,40,24,24,8,119,0.1,12,46,3.8333333333333335,0.3865546218487395,0.3541666744276881,0.4978640002000058,0.11443758010864258
71,aime2024,40,30,0,8,119,0.1,12,23,1.9166666666666667,0.19327731092436976,0.6979166716337204,0.9746559932176861,0.6580638885498047
71,aime2024,40,30,8,8,119,0.1,12,27,2.25,0.226890756302521,0.47916667349636555,0.9613600816881094,0.9693403244018555
71,aime2024,40,30,16,8,119,0.1,12,23,1.9166666666666667,0.19327731092436976,0.5312500111758709,0.8733791704350694,0.7634315490722656
71,aime2024,40,30,24,8,119,0.1,12,33,2.75,0.2773109243697479,0.48958334513008595,0.9513995260432374,0.9581880569458008
71,aime2024,40,35,0,8,119,0.1,12,37,3.0833333333333335,0.31092436974789917,0.2916666707023978,0.5871299065462761,0.07920181751251221
71,aime2024,40,35,8,8,119,0.1,12,18,1.5,0.15126050420168066,0.8854166865348816,0.9861803383905283,0.5586929321289062
71,aime2024,40,35,16,8,119,0.1,12,19,1.5833333333333333,0.15966386554621848,0.791666679084301,0.9819138132229226,0.5859689712524414
71,aime2024,40,35,24,8,119,0.1,12,38,3.1666666666666665,0.31932773109243695,0.48958334513008595,0.980699393437486,0.5965156555175781
71,aime2024,48,0,0,8,127,0.1,13,27,2.076923076923077,0.2125984251968504,0.6442307904362679,0.7916264376577401,0.45041656494140625
71,aime2024,48,0,8,8,127,0.1,13,50,3.8461538461538463,0.3937007874015748,0.41346154920756817,0.6158346645801673,0.24666494131088257
71,aime2024,48,0,16,8,127,0.1,13,23,1.7692307692307692,0.18110236220472442,0.7307692468166351,0.8263976755341909,0.4279289245605469
71,aime2024,48,0,24,8,127,0.1,13,27,2.076923076923077,0.2125984251968504,0.7211538627743721,0.8404965267628398,0.33278846740722656
71,aime2024,48,6,0,8,127,0.1,13,28,2.1538461538461537,0.2204724409448819,0.7211538627743721,0.8345834226963538,0.7203540802001953
71,aime2024,48,6,8,8,127,0.1,13,56,4.3076923076923075,0.4409448818897638,0.2211538515985012,0.33231796690501453,0.5807056427001953
71,aime2024,48,6,16,8,127,0.1,13,33,2.5384615384615383,0.25984251968503935,0.45192308723926544,0.6617102483013865,0.6905746459960938
71,aime2024,48,6,24,8,127,0.1,13,32,2.4615384615384617,0.25196850393700787,0.5000000186264515,0.5573912392519471,0.6592636108398438
71,aime2024,48,12,0,8,127,0.1,13,48,3.6923076923076925,0.3779527559055118,0.3846153952181339,0.8957136678047367,0.47080230712890625
71,aime2024,48,12,8,8,127,0.1,13,43,3.3076923076923075,0.33858267716535434,0.23076923470944166,0.6955383667893752,0.4953269958496094
71,aime2024,48,12,16,8,127,0.1,13,28,2.1538461538461537,0.2204724409448819,0.7115384787321091,0.8998064336360834,0.6434478759765625
71,aime2024,48,12,24,8,127,0.1,13,56,4.3076923076923075,0.4409448818897638,0.24038462061434984,0.8092385315948034,0.8553390502929688
71,aime2024,48,18,0,8,127,0.1,13,31,2.3846153846153846,0.2440944881889764,0.45192309096455574,0.5889525001393505,0.7528076171875
71,aime2024,48,18,8,8,127,0.1,13,52,4.0,0.4094488188976378,0.2596153896301985,0.5435377580895248,0.6808738708496094
71,aime2024,48,18,16,8,127,0.1,13,59,4.538461538461538,0.4645669291338583,0.22115384973585606,0.41260434209562863,0.416778564453125
71,aime2024,48,18,24,8,127,0.1,13,54,4.153846153846154,0.4251968503937008,0.21153846569359303,0.37088923525987244,0.6052932739257812
71,aime2024,48,24,0,8,127,0.1,13,46,3.5384615384615383,0.36220472440944884,0.31730770133435726,0.9806345678520172,0.5980491638183594
71,aime2024,48,24,8,8,127,0.1,13,45,3.4615384615384617,0.3543307086614173,0.2596153896301985,0.42876798364094615,0.8562870025634766
71,aime2024,48,24,16,8,127,0.1,13,37,2.8461538461538463,0.29133858267716534,0.4038461623713374,0.5892648619865262,0.6857147216796875
71,aime2024,48,24,24,8,127,0.1,13,53,4.076923076923077,0.41732283464566927,0.288461547344923,0.7680459961951802,0.07839047908782959
71,aime2024,48,30,0,8,127,0.1,13,37,2.8461538461538463,0.29133858267716534,0.3269230844452977,0.8548333669329197,0.6279852390289307
71,aime2024,48,30,8,8,127,0.1,13,41,3.1538461538461537,0.3228346456692913,0.288461547344923,0.789146239715321,0.9487199783325195
71,aime2024,48,30,16,8,127,0.1,13,34,2.6153846153846154,0.2677165354330709,0.4519230844452977,0.8311419915720262,0.6434040069580078
71,aime2024,48,30,24,8,127,0.1,13,36,2.769230769230769,0.28346456692913385,0.4615384731441736,0.9084104041237611,0.9499368667602539
71,aime2024,48,35,0,8,127,0.1,13,43,3.3076923076923075,0.33858267716535434,0.37500000931322575,0.683845302154188,0.03133121132850647
71,aime2024,48,35,8,8,127,0.1,13,19,1.4615384615384615,0.14960629921259844,0.7980769351124763,0.9637196692754975,0.6219329833984375
71,aime2024,48,35,16,8,127,0.1,13,26,2.0,0.2047244094488189,0.6153846383094788,0.8045956198946954,0.62017822265625
71,aime2024,48,35,24,8,127,0.1,13,40,3.076923076923077,0.31496062992125984,0.5384615529328585,0.9775357479710849,0.6774473190307617
71,aime2024,56,0,0,8,135,0.1,14,31,2.2142857142857144,0.22962962962962963,0.5892857313156128,0.8117599864876277,0.45169830322265625
71,aime2024,56,0,8,8,135,0.1,14,50,3.5714285714285716,0.37037037037037035,0.4375000111758709,0.7940945532843945,0.31723320484161377
71,aime2024,56,0,16,8,135,0.1,14,22,1.5714285714285714,0.16296296296296298,0.8125000298023224,0.7338262531659285,0.3872694969177246
71,aime2024,56,0,24,8,135,0.1,14,31,2.2142857142857144,0.22962962962962963,0.5803571566939354,0.8436080609785218,0.4632892608642578
71,aime2024,56,6,0,8,135,0.1,14,38,2.7142857142857144,0.2814814814814815,0.4732142984867096,0.6121374414825839,0.757415771484375
71,aime2024,56,6,8,8,135,0.1,14,47,3.357142857142857,0.34814814814814815,0.2946428693830967,0.47269050485788255,0.5481109619140625
71,aime2024,56,6,16,8,135,0.1,14,38,2.7142857142857144,0.2814814814814815,0.49107144493609667,0.6414688642810759,0.5580711364746094
71,aime2024,56,6,24,8,135,0.1,14,32,2.2857142857142856,0.23703703703703705,0.5625000223517418,0.7888667885362185,0.6797637939453125
71,aime2024,56,12,0,8,135,0.1,14,57,4.071428571428571,0.4222222222222222,0.31250000838190317,0.9461695409713196,0.5146870613098145
71,aime2024,56,12,8,8,135,0.1,14,47,3.357142857142857,0.34814814814814815,0.35714286658912897,0.8091592888870819,0.4691171646118164
71,aime2024,56,12,16,8,135,0.1,14,23,1.6428571428571428,0.17037037037037037,0.6607143059372902,0.8830059803350414,0.6417007446289062
71,aime2024,56,12,24,8,135,0.1,14,61,4.357142857142857,0.45185185185185184,0.27678572107106447,0.8119952301186512,0.8927798271179199
71,aime2024,56,18,0,8,135,0.1,14,33,2.357142857142857,0.24444444444444444,0.571428582072258,0.8409619594383457,0.7019424438476562
71,aime2024,56,18,8,8,135,0.1,14,50,3.5714285714285716,0.37037037037037035,0.41964287124574184,0.7726894171179176,0.6826286315917969
71,aime2024,56,18,16,8,135,0.1,14,57,4.071428571428571,0.4222222222222222,0.3125000102445483,0.7023617895204263,0.4102058410644531
71,aime2024,56,18,24,8,135,0.1,14,57,4.071428571428571,0.4222222222222222,0.3571428628638387,0.630359150073116,0.703033447265625
71,aime2024,56,24,0,8,135,0.1,14,41,2.9285714285714284,0.3037037037037037,0.37500001303851604,0.975489840791801,0.6632472276687622
71,aime2024,56,24,8,8,135,0.1,14,49,3.5,0.362962962962963,0.4732143022119999,0.7962323485526072,0.7826309204101562
71,aime2024,56,24,16,8,135,0.1,14,37,2.642857142857143,0.2740740740740741,0.5982143077999353,0.7996743979060349,0.7243309020996094
71,aime2024,56,24,24,8,135,0.1,14,52,3.7142857142857144,0.3851851851851852,0.2410714328289032,0.7929576121367805,0.08186173439025879
71,aime2024,56,30,0,8,135,0.1,14,47,3.357142857142857,0.34814814814814815,0.33928572200238705,0.8192691243232098,0.8047800064086914
71,aime2024,56,30,8,8,135,0.1,14,45,3.2142857142857144,0.3333333333333333,0.40178572200238705,0.9610242798778994,0.9567158222198486
71,aime2024,56,30,16,8,135,0.1,14,35,2.5,0.25925925925925924,0.6160714495927095,0.929019036756081,0.7658748626708984
71,aime2024,56,30,24,8,135,0.1,14,37,2.642857142857143,0.2740740740740741,0.4107143059372902,0.9753919972748872,0.9770820140838623
71,aime2024,56,35,0,8,135,0.1,14,54,3.857142857142857,0.4,0.321428582072258,0.7257553369650441,0.04082280397415161
71,aime2024,56,35,8,8,135,0.1,14,22,1.5714285714285714,0.16296296296296298,0.8035714626312256,0.9789758019133371,0.6778717041015625
71,aime2024,56,35,16,8,135,0.1,14,42,3.0,0.3111111111111111,0.535714291036129,0.8530232768450672,0.6017556190490723
71,aime2024,56,35,24,8,135,0.1,14,45,3.2142857142857144,0.3333333333333333,0.40178572200238705,0.9670306960686212,0.6828751564025879
71,aime2024,64,0,0,8,143,0.1,15,41,2.7333333333333334,0.2867132867132867,0.48333335295319557,0.7544477818853974,0.445770263671875
71,aime2024,64,0,8,8,143,0.1,15,45,3.0,0.3146853146853147,0.46666669100522995,0.5998423881614275,0.23087501525878906
71,aime2024,64,0,16,8,143,0.1,15,26,1.7333333333333334,0.18181818181818182,0.8166667148470879,0.914759559606736,0.5018343925476074
71,aime2024,64,0,24,8,143,0.1,15,30,2.0,0.2097902097902098,0.6416666880249977,0.7933224785283268,0.37408924102783203
71,aime2024,64,6,0,8,143,0.1,15,30,2.0,0.2097902097902098,0.8083333671092987,0.9764660618388058,0.7089157104492188
71,aime2024,64,6,8,8,143,0.1,15,48,3.2,0.3356643356643357,0.4916666867211461,0.7059622383867558,0.5520896911621094
