sample_id,dataset_name,method,input_length,speculative_rounds,total_generated_tokens,total_accepted_draft_tokens,mean_accepted_length,full_accept_rounds,zero_accept_rounds,reference_static_mean,reference_best_static_mean,reference_oracle_b_mean,delta_vs_static,gap_to_oracle_b,fraction_of_oracle_b_gain_closed
qasper-13,qasper,page_incremental_r0.05,8192,8,64,57,7.125,7,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-13,qasper,page_incremental_r0.1,8192,8,64,57,7.125,7,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-13,qasper,page_incremental_r0.2,8192,8,64,57,7.125,7,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-15,qasper,page_incremental_r0.01,8192,9,64,56,6.222222222222222,4,0,4.416666666666667,5.5,6.222222222222222,1.8055555555555554,0.0,1.0
qasper-15,qasper,page_incremental_r0.05,8192,9,64,56,6.222222222222222,5,0,4.416666666666667,5.5,6.222222222222222,1.8055555555555554,0.0,1.0
qasper-15,qasper,page_incremental_r0.1,8192,9,64,56,6.222222222222222,4,0,4.416666666666667,5.5,6.222222222222222,1.8055555555555554,0.0,1.0
qasper-15,qasper,page_incremental_r0.2,8192,9,64,56,6.222222222222222,5,0,4.416666666666667,5.5,6.222222222222222,1.8055555555555554,0.0,1.0
qasper-16,qasper,page_incremental_r0.01,8192,8,64,57,7.125,5,0,4.416666666666667,4.416666666666667,7.125,2.708333333333333,0.0,1.0
qasper-16,qasper,page_incremental_r0.05,8192,8,64,57,7.125,5,0,4.416666666666667,4.416666666666667,7.125,2.708333333333333,0.0,1.0
qasper-16,qasper,page_incremental_r0.1,8192,8,64,57,7.125,4,0,4.416666666666667,4.416666666666667,7.125,2.708333333333333,0.0,1.0
qasper-16,qasper,page_incremental_r0.2,8192,8,64,57,7.125,5,0,4.416666666666667,4.416666666666667,7.125,2.708333333333333,0.0,1.0
qasper-178,qasper,page_incremental_r0.01,8192,13,64,52,4,5,4,3.3333333333333335,5.5,5.5,0.6666666666666665,1.5,0.30769230769230765
qasper-178,qasper,page_incremental_r0.05,8192,13,64,52,4,5,4,3.3333333333333335,5.5,5.5,0.6666666666666665,1.5,0.30769230769230765
qasper-178,qasper,page_incremental_r0.1,8192,14,64,51,3.642857142857143,5,4,3.3333333333333335,5.5,5.5,0.3095238095238093,1.8571428571428572,0.14285714285714277
qasper-178,qasper,page_incremental_r0.2,8192,13,64,52,4,5,4,3.3333333333333335,5.5,5.5,0.6666666666666665,1.5,0.30769230769230765
qasper-27,qasper,page_incremental_r0.01,8192,8,64,56,7,5,0,4.416666666666667,5.4,6.222222222222222,2.583333333333333,-0.7777777777777777,1.4307692307692308
qasper-27,qasper,page_incremental_r0.05,8192,8,64,56,7,6,0,4.416666666666667,5.4,6.222222222222222,2.583333333333333,-0.7777777777777777,1.4307692307692308
qasper-27,qasper,page_incremental_r0.1,8192,8,64,56,7,6,0,4.416666666666667,5.4,6.222222222222222,2.583333333333333,-0.7777777777777777,1.4307692307692308
qasper-27,qasper,page_incremental_r0.2,8192,8,64,56,7,6,0,4.416666666666667,5.4,6.222222222222222,2.583333333333333,-0.7777777777777777,1.4307692307692308
qasper-35,qasper,page_incremental_r0.01,8192,8,64,57,7.125,5,0,5.5,5.5,6.222222222222222,1.625,-0.9027777777777777,2.2499999999999996
qasper-35,qasper,page_incremental_r0.05,8192,8,64,57,7.125,5,0,5.5,5.5,6.222222222222222,1.625,-0.9027777777777777,2.2499999999999996
qasper-35,qasper,page_incremental_r0.1,8192,9,64,56,6.222222222222222,5,0,5.5,5.5,6.222222222222222,0.7222222222222223,0.0,1.0
qasper-35,qasper,page_incremental_r0.2,8192,8,64,57,7.125,6,0,5.5,5.5,6.222222222222222,1.625,-0.9027777777777777,2.2499999999999996
qasper-57,qasper,page_incremental_r0.01,8192,8,64,57,7.125,5,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-57,qasper,page_incremental_r0.05,8192,8,64,57,7.125,6,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-57,qasper,page_incremental_r0.1,8192,8,64,57,7.125,6,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-57,qasper,page_incremental_r0.2,8192,8,64,57,7.125,5,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-67,qasper,page_incremental_r0.01,8192,8,64,57,7.125,6,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-67,qasper,page_incremental_r0.05,8192,8,64,57,7.125,6,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-67,qasper,page_incremental_r0.1,8192,8,64,57,7.125,6,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-67,qasper,page_incremental_r0.2,8192,8,64,57,7.125,6,0,5.5,6.222222222222222,7.125,1.625,0.0,1.0
qasper-73,qasper,page_incremental_r0.01,8192,8,64,57,7.125,7,0,4.909090909090909,5.5,7.125,2.215909090909091,0.0,1.0
qasper-73,qasper,page_incremental_r0.05,8192,8,64,57,7.125,7,0,4.909090909090909,5.5,7.125,2.215909090909091,0.0,1.0
qasper-73,qasper,page_incremental_r0.1,8192,8,64,57,7.125,7,0,4.909090909090909,5.5,7.125,2.215909090909091,0.0,1.0
qasper-73,qasper,page_incremental_r0.2,8192,8,64,57,7.125,7,0,4.909090909090909,5.5,7.125,2.215909090909091,0.0,1.0
